student_id,event_id,student_department,student_year,event_category,event_department,previous_registrations,previous_attendance,category_match,department_match,event_popularity,registered
123,37,AI&DS,2,Workshop,CSE,4,3,1,0,56,0
82,17,CSE,1,Cultural,CSE,7,6,1,1,75,1
20,36,CSE,3,Hackathon,AI&DS,4,3,1,0,82,1
43,39,MECH,2,Technical,MECH,7,6,1,1,87,1
49,27,AI&DS,3,Sports,AI&DS,1,1,1,1,42,1
13,26,CIVIL,4,Workshop,CIVIL,5,2,1,1,76,1
23,19,AI&DS,4,Workshop,AI&DS,1,1,1,1,67,1
75,6,MECH,1,Cultural,AI&DS,7,4,1,0,74,1
140,25,ECE,3,Seminar,ECE,3,2,0,1,46,0
68,29,MECH,3,Workshop,ECE,2,1,0,0,64,0
25,6,AI&DS,3,Hackathon,ECE,5,2,1,0,53,0
100,34,MECH,4,Hackathon,CSE,2,1,1,0,10,0
9,33,CIVIL,2,Technical,ECE,8,3,0,0,39,0
50,9,CSE,4,Technical,All,3,2,1,1,51,1
67,21,AI&DS,1,Technical,AI&DS,2,1,1,1,92,1
84,18,CIVIL,4,Technical,CIVIL,6,5,0,1,58,1
29,27,ECE,2,Hackathon,CSE,5,5,0,0,62,0
145,7,IT,3,Seminar,IT,3,2,0,1,10,0
147,39,MECH,1,Workshop,MECH,7,5,1,1,47,1
103,3,MECH,3,Sports,MECH,7,6,0,1,23,0
69,24,CSE,3,Cultural,CSE,3,1,0,1,32,0
26,15,ECE,3,Sports,IT,4,4,0,0,50,0
23,13,MECH,2,Seminar,All,3,2,1,1,27,1
15,33,ECE,1,Cultural,All,5,3,0,1,20,0
146,2,ECE,2,Workshop,All,3,2,0,1,52,0
93,13,IT,3,Seminar,CSE,5,4,0,0,31,0
62,24,MECH,4,Workshop,CIVIL,5,5,1,0,55,0
42,17,AI&DS,1,Cultural,AI&DS,3,2,1,1,69,1
147,14,ECE,2,Sports,ECE,5,4,0,1,55,0
132,2,AI&DS,1,Seminar,CIVIL,3,3,0,0,95,0
58,17,CIVIL,3,Sports,MECH,3,3,0,0,46,0
90,30,IT,2,Seminar,IT,5,4,0,1,35,0
102,38,CSE,1,Hackathon,All,6,5,1,1,53,1
73,20,AI&DS,1,Seminar,AI&DS,2,2,0,1,67,0
84,18,IT,3,Workshop,IT,7,5,0,1,38,1
15,39,MECH,3,Sports,MECH,3,3,1,1,68,1
128,19,IT,4,Seminar,IT,2,1,1,1,78,1
147,13,IT,2,Sports,AI&DS,3,2,1,0,42,0
77,11,AI&DS,2,Cultural,AI&DS,4,2,1,1,91,1
67,36,ECE,3,Sports,ECE,2,2,1,1,64,1
79,27,IT,3,Cultural,CSE,4,4,0,0,70,0
150,38,CIVIL,1,Seminar,All,2,2,0,1,41,0
136,20,MECH,1,Workshop,MECH,4,2,1,1,88,1
105,37,MECH,2,Cultural,All,4,2,1,1,51,1
86,12,IT,1,Technical,All,5,4,0,1,49,0
148,11,MECH,1,Workshop,MECH,2,1,0,1,76,0
123,25,CSE,1,Hackathon,CSE,3,2,1,1,73,1
4,21,CIVIL,2,Technical,ECE,5,4,1,0,70,0
89,20,ECE,1,Seminar,CSE,7,3,0,0,50,0
77,19,MECH,3,Seminar,IT,2,2,0,0,48,0
126,23,ECE,2,Seminar,ECE,2,2,1,1,72,1
34,14,AI&DS,1,Hackathon,All,7,5,1,1,40,1
10,25,AI&DS,3,Hackathon,CSE,4,3,1,0,69,1
6,4,AI&DS,1,Seminar,All,5,5,1,1,57,1
40,14,AI&DS,1,Cultural,All,7,2,0,1,40,0
36,27,CSE,1,Cultural,CSE,5,3,1,1,31,1
51,39,ECE,3,Hackathon,MECH,1,1,1,0,68,0
11,36,MECH,2,Sports,CSE,4,3,1,0,41,0
23,8,CIVIL,4,Workshop,CSE,5,4,0,0,67,0
26,17,AI&DS,2,Seminar,All,3,2,0,1,69,1
26,12,CSE,3,Cultural,AI&DS,2,1,1,0,48,0
12,1,ECE,2,Cultural,ECE,4,3,0,1,33,0
69,6,IT,3,Workshop,IT,4,3,1,1,77,1
117,18,MECH,4,Seminar,CSE,2,1,1,0,59,0
16,11,CSE,4,Hackathon,MECH,3,3,1,0,26,0
98,23,CIVIL,1,Sports,ECE,6,5,0,0,65,0
125,8,MECH,4,Technical,MECH,2,1,0,1,78,0
4,34,AI&DS,2,Sports,AI&DS,3,2,0,1,10,0
25,28,AI&DS,2,Seminar,AI&DS,4,4,0,1,62,0
99,10,CIVIL,1,Technical,All,7,3,0,1,95,1
127,11,CSE,4,Cultural,CSE,2,2,0,1,60,0
13,33,ECE,4,Seminar,All,5,4,0,1,59,1
147,29,CSE,4,Seminar,CSE,5,3,0,1,33,0
5,7,MECH,4,Technical,All,6,3,1,1,37,1
78,33,CIVIL,2,Sports,IT,2,2,0,0,65,0
58,30,IT,4,Sports,CSE,3,2,1,0,83,1
57,1,IT,3,Sports,All,4,3,0,1,36,0
28,3,ECE,4,Workshop,MECH,3,2,1,0,75,1
51,13,CSE,4,Workshop,AI&DS,3,2,1,0,38,0
107,3,AI&DS,1,Seminar,CIVIL,3,3,1,0,51,1
128,1,CIVIL,1,Hackathon,MECH,4,1,0,0,100,0
46,38,ECE,2,Technical,ECE,3,2,0,1,21,0
83,33,MECH,4,Hackathon,IT,5,5,1,0,63,1
88,19,MECH,2,Workshop,AI&DS,2,1,0,0,67,0
141,21,AI&DS,2,Workshop,AI&DS,3,2,1,1,51,1
89,9,AI&DS,2,Hackathon,AI&DS,2,2,1,1,32,1
91,36,MECH,4,Sports,IT,3,3,0,0,31,0
109,1,CIVIL,1,Technical,CIVIL,6,4,1,1,75,1
15,13,IT,2,Cultural,All,5,4,1,1,34,1
76,14,CIVIL,1,Cultural,All,4,2,0,1,79,0
144,15,AI&DS,4,Workshop,AI&DS,3,1,1,1,75,1
13,25,MECH,4,Sports,MECH,5,4,0,1,76,1
4,17,ECE,4,Workshop,AI&DS,6,3,1,0,41,1
140,39,ECE,2,Cultural,CSE,4,3,1,0,10,0
45,33,CSE,4,Technical,ECE,4,1,1,0,67,1
66,1,IT,4,Sports,All,2,1,0,1,100,0
14,40,AI&DS,3,Seminar,CSE,3,2,0,0,64,0
82,34,ECE,2,Hackathon,ECE,3,2,0,1,44,0
107,35,CIVIL,4,Technical,CIVIL,4,4,0,1,21,0
85,22,IT,3,Workshop,MECH,6,3,0,0,65,0
3,8,AI&DS,3,Seminar,AI&DS,1,1,0,1,41,0
63,3,AI&DS,3,Seminar,MECH,3,3,1,0,54,1
73,2,CIVIL,3,Hackathon,CSE,3,3,1,0,32,0
50,21,CIVIL,1,Technical,CIVIL,3,2,0,1,87,0
138,35,CSE,1,Workshop,All,2,2,1,1,72,1
27,14,CIVIL,4,Sports,All,5,5,0,1,59,1
7,30,AI&DS,3,Technical,AI&DS,3,2,1,1,49,1
65,36,CSE,2,Cultural,MECH,1,1,0,0,57,0
5,25,AI&DS,1,Hackathon,AI&DS,9,6,1,1,35,1
17,38,CSE,1,Cultural,All,6,4,0,1,53,0
78,39,CSE,3,Seminar,CSE,2,1,0,1,68,0
8,31,ECE,2,Workshop,All,4,3,0,1,69,0
37,20,AI&DS,3,Technical,CSE,3,2,1,0,46,0
147,39,MECH,1,Cultural,MECH,6,4,0,1,38,0
89,14,MECH,2,Workshop,MECH,3,2,0,1,83,0
65,13,CSE,2,Sports,All,2,1,0,1,91,1
141,30,AI&DS,1,Cultural,All,0,0,1,1,15,0
149,32,IT,3,Workshop,All,7,6,1,1,10,1
18,13,IT,4,Seminar,IT,5,3,0,1,51,1
150,10,CIVIL,3,Cultural,All,3,2,1,1,56,1
57,28,IT,3,Workshop,MECH,1,1,1,0,67,1
92,20,MECH,1,Workshop,All,3,2,1,1,45,1
36,35,ECE,3,Sports,All,4,3,1,1,71,1
5,33,AI&DS,1,Hackathon,ECE,9,8,0,0,44,0
142,17,CIVIL,4,Sports,ECE,2,2,0,0,40,0
75,9,MECH,1,Seminar,MECH,3,3,1,1,69,1
62,40,AI&DS,2,Hackathon,AI&DS,5,4,1,1,13,1
145,37,AI&DS,2,Sports,CSE,7,6,1,0,82,1
125,15,CSE,3,Cultural,CSE,5,3,0,1,60,0
133,24,MECH,4,Seminar,All,3,1,0,1,26,0
27,34,AI&DS,3,Sports,AI&DS,6,3,0,1,59,0
45,25,AI&DS,4,Cultural,CSE,2,1,0,0,51,0
97,15,CIVIL,4,Cultural,All,5,4,0,1,48,0
2,33,ECE,4,Workshop,ECE,5,3,0,1,10,0
72,14,ECE,2,Workshop,ECE,7,6,0,1,49,1
31,15,MECH,3,Sports,MECH,5,3,0,1,83,1
123,14,CIVIL,2,Sports,All,6,5,1,1,88,1
147,38,ECE,2,Sports,ECE,5,4,1,1,11,1
67,12,CIVIL,4,Hackathon,AI&DS,3,3,0,0,61,0
73,6,ECE,4,Hackathon,ECE,4,3,1,1,49,1
106,39,ECE,2,Hackathon,All,6,5,0,1,31,0
88,30,CIVIL,1,Workshop,CIVIL,2,1,1,1,46,1
5,13,CIVIL,4,Workshop,All,1,1,0,1,62,0
10,35,CIVIL,1,Technical,All,2,1,0,1,50,0
1,28,CIVIL,4,Cultural,MECH,1,1,1,0,57,1
124,25,IT,1,Seminar,IT,3,2,0,1,68,0
60,6,IT,4,Cultural,IT,4,4,0,1,62,1
2,37,CIVIL,1,Hackathon,CIVIL,1,1,0,1,12,0
81,27,IT,1,Workshop,IT,5,3,0,1,30,0
109,37,IT,3,Sports,IT,2,1,1,1,65,1
142,36,MECH,2,Cultural,IT,5,4,0,0,52,0
102,9,AI&DS,1,Sports,AI&DS,3,2,0,1,67,0
42,7,ECE,4,Cultural,AI&DS,0,0,0,0,10,0
42,25,AI&DS,1,Technical,CIVIL,3,2,1,0,65,1
17,17,ECE,3,Technical,MECH,6,5,0,0,47,0
134,19,AI&DS,1,Workshop,ECE,5,3,0,0,81,0
133,19,ECE,1,Hackathon,CIVIL,1,1,1,0,75,0
10,24,ECE,1,Workshop,ECE,6,2,1,1,61,1
103,23,AI&DS,4,Seminar,AI&DS,2,2,0,1,58,0
24,36,IT,3,Cultural,All,6,5,0,1,73,1
50,30,MECH,1,Cultural,MECH,3,3,0,1,68,0
144,5,CIVIL,3,Cultural,IT,7,5,0,0,58,0
148,17,AI&DS,4,Seminar,All,2,1,1,1,51,1
118,30,CIVIL,1,Seminar,CIVIL,6,4,1,1,45,1
57,15,IT,4,Cultural,All,5,4,0,1,65,0
64,19,CSE,4,Sports,CIVIL,6,5,0,0,77,0
122,21,IT,2,Hackathon,IT,4,2,0,1,82,0
49,32,AI&DS,2,Workshop,ECE,6,2,1,0,58,1
64,40,IT,2,Technical,IT,5,3,1,1,43,1
127,40,CSE,1,Seminar,CSE,4,2,1,1,60,1
148,18,MECH,2,Hackathon,MECH,4,3,1,1,56,1
148,9,CSE,4,Seminar,All,7,6,1,1,72,1
45,30,CSE,4,Cultural,All,6,4,1,1,22,1
149,7,IT,3,Hackathon,All,2,2,1,1,57,1
69,31,CIVIL,3,Cultural,CIVIL,1,1,0,1,66,0
108,24,IT,4,Cultural,CIVIL,2,1,0,0,57,0
26,18,ECE,4,Seminar,ECE,3,2,0,1,10,0
39,31,CSE,2,Seminar,All,3,3,0,1,16,0
137,21,MECH,3,Cultural,MECH,3,1,1,1,23,1
42,4,ECE,3,Seminar,All,2,2,0,1,64,0
67,24,IT,3,Cultural,IT,4,4,1,1,86,1
51,37,CIVIL,2,Cultural,CIVIL,4,3,0,1,100,1
125,29,CSE,4,Hackathon,CSE,6,6,1,1,52,1
38,11,AI&DS,3,Seminar,All,5,3,0,1,86,0
21,11,IT,2,Cultural,IT,2,1,1,1,43,0
69,39,AI&DS,4,Cultural,IT,1,1,0,0,32,0
134,29,MECH,2,Workshop,All,3,2,1,1,62,1
65,6,ECE,2,Seminar,ECE,5,4,1,1,67,1
122,36,CSE,1,Seminar,CSE,4,4,1,1,27,1
40,6,AI&DS,4,Cultural,AI&DS,1,1,0,1,61,0
114,9,ECE,2,Technical,ECE,1,0,1,1,70,0
84,31,MECH,3,Hackathon,AI&DS,3,3,0,0,45,0
117,37,MECH,3,Cultural,All,6,4,1,1,76,1
79,24,MECH,3,Workshop,MECH,0,0,1,1,54,1
35,23,IT,4,Hackathon,IT,3,3,0,1,90,1
123,20,CSE,4,Cultural,CIVIL,2,1,1,0,33,0
106,36,MECH,4,Workshop,MECH,7,3,0,1,63,1
100,25,ECE,3,Technical,All,2,2,0,1,81,1
70,19,AI&DS,3,Seminar,AI&DS,2,2,1,1,24,1
35,19,CSE,4,Hackathon,MECH,3,2,1,0,55,1
5,10,CSE,1,Workshop,All,7,3,1,1,57,1
113,1,ECE,1,Workshop,ECE,4,3,1,1,47,1
108,20,MECH,3,Seminar,All,0,0,1,1,42,1
38,4,IT,4,Technical,All,5,2,0,1,62,1
65,25,CSE,1,Sports,CSE,1,1,0,1,61,0
114,16,AI&DS,1,Workshop,CIVIL,5,4,1,0,42,0
54,31,MECH,3,Cultural,MECH,7,2,0,1,58,1
141,34,CSE,3,Seminar,All,6,5,0,1,58,0
56,8,ECE,4,Cultural,ECE,3,2,0,1,34,0
150,8,MECH,2,Technical,AI&DS,4,3,0,0,85,0
40,24,CSE,2,Workshop,IT,8,2,0,0,67,0
16,4,IT,2,Sports,All,4,2,0,1,24,0
82,36,AI&DS,3,Seminar,All,6,5,1,1,45,1
35,17,CSE,4,Sports,All,1,1,0,1,53,0
49,37,ECE,3,Cultural,All,2,2,0,1,37,0
142,11,CSE,2,Seminar,CSE,1,1,1,1,40,1
94,30,CSE,4,Sports,CSE,2,1,1,1,17,1
94,40,ECE,3,Sports,ECE,4,2,0,1,38,0
100,13,CIVIL,4,Hackathon,CIVIL,3,2,1,1,25,1
105,21,CSE,1,Hackathon,All,4,3,0,1,55,0
46,3,ECE,1,Seminar,ECE,1,1,1,1,81,1
100,32,CIVIL,3,Technical,CIVIL,4,3,0,1,69,1
19,1,ECE,4,Technical,IT,1,1,0,0,57,0
107,24,AI&DS,1,Hackathon,AI&DS,4,4,1,1,28,1
19,20,CSE,2,Hackathon,CSE,5,3,1,1,81,1
137,25,ECE,2,Hackathon,ECE,4,4,0,1,10,0
143,27,AI&DS,1,Sports,AI&DS,2,1,0,1,29,0
27,11,ECE,4,Hackathon,ECE,0,0,1,1,100,1
114,23,IT,3,Cultural,All,3,2,0,1,45,0
62,37,CIVIL,2,Seminar,IT,3,1,1,0,53,1
116,29,MECH,1,Sports,MECH,4,2,1,1,75,1
5,34,ECE,3,Technical,ECE,1,1,1,1,90,1
81,2,AI&DS,3,Hackathon,CIVIL,2,1,1,0,21,0
10,30,IT,2,Workshop,IT,2,1,0,1,70,0
64,15,IT,3,Technical,ECE,2,1,1,0,42,0
84,31,ECE,4,Sports,CSE,5,3,0,0,46,0
77,3,AI&DS,4,Technical,IT,1,1,1,0,30,0
112,27,CSE,2,Sports,CSE,5,3,0,1,50,1
98,4,IT,1,Cultural,All,5,4,0,1,74,1
57,10,CSE,4,Seminar,CSE,3,2,1,1,51,1
75,26,ECE,2,Cultural,ECE,6,4,0,1,26,0
13,36,MECH,3,Technical,MECH,5,2,0,1,49,0
34,9,MECH,2,Seminar,MECH,5,2,0,1,74,1
144,40,AI&DS,2,Workshop,AI&DS,3,2,0,1,54,0
83,37,CSE,1,Sports,ECE,4,3,1,0,82,1
7,20,ECE,3,Hackathon,CIVIL,3,2,1,0,51,1
12,15,ECE,3,Workshop,CSE,5,5,0,0,52,0
63,40,ECE,3,Technical,ECE,7,6,0,1,71,1
79,29,MECH,1,Cultural,MECH,3,2,0,1,65,0
53,35,CIVIL,3,Hackathon,ECE,2,1,0,0,65,0
5,25,CIVIL,1,Cultural,CIVIL,3,2,1,1,65,1
70,4,MECH,1,Technical,MECH,3,3,1,1,21,1
93,7,CSE,3,Sports,CSE,2,1,0,1,49,0
131,7,IT,4,Hackathon,All,3,3,1,1,45,1
118,36,AI&DS,1,Technical,AI&DS,4,3,1,1,31,1
86,32,MECH,2,Technical,MECH,4,3,1,1,45,1
78,16,CIVIL,3,Technical,All,5,4,0,1,14,0
143,18,ECE,2,Cultural,CSE,5,2,0,0,68,0
134,40,AI&DS,2,Seminar,AI&DS,1,0,1,1,30,1
80,39,IT,4,Hackathon,IT,3,2,1,1,49,1
149,35,AI&DS,2,Workshop,AI&DS,2,1,1,1,23,0
135,9,MECH,2,Sports,IT,3,3,1,0,26,0
137,8,ECE,3,Workshop,MECH,3,2,0,0,55,0
78,29,AI&DS,3,Workshop,All,2,2,1,1,71,1
69,39,CIVIL,2,Hackathon,CIVIL,4,4,0,1,86,1
92,6,AI&DS,4,Workshop,AI&DS,4,3,1,1,77,1
48,25,MECH,4,Workshop,MECH,8,6,1,1,54,1
105,1,IT,4,Workshop,All,4,3,1,1,19,1
46,29,CIVIL,4,Sports,CIVIL,2,1,0,1,85,0
64,28,MECH,1,Hackathon,IT,4,3,1,0,42,0
147,39,CIVIL,1,Hackathon,CIVIL,4,4,0,1,73,1
11,16,CIVIL,4,Sports,CIVIL,9,8,1,1,33,1
13,13,IT,4,Seminar,IT,3,3,0,1,40,0
109,19,CIVIL,1,Sports,All,3,2,0,1,48,0
116,6,AI&DS,1,Workshop,AI&DS,1,1,1,1,30,0
101,27,IT,4,Technical,IT,6,2,1,1,29,1
52,30,CSE,3,Cultural,All,7,7,1,1,40,1
32,6,CSE,4,Sports,CSE,4,3,0,1,57,0
99,33,CIVIL,2,Seminar,All,5,4,1,1,29,1
86,37,AI&DS,2,Workshop,All,3,2,1,1,81,1
108,20,IT,4,Cultural,All,7,5,1,1,54,1
52,1,CIVIL,3,Technical,CIVIL,4,3,0,1,75,1
127,16,ECE,4,Seminar,All,7,5,0,1,34,1
63,36,IT,2,Technical,IT,3,2,1,1,71,1
90,3,ECE,1,Sports,IT,6,4,0,0,59,0
13,7,MECH,2,Workshop,AI&DS,2,2,0,0,16,0
147,36,ECE,4,Sports,CSE,5,4,0,0,12,0
83,24,MECH,1,Seminar,All,5,4,0,1,72,1
32,18,IT,4,Hackathon,IT,4,4,1,1,24,1
15,7,CIVIL,1,Seminar,All,5,3,0,1,99,1
74,28,CIVIL,3,Cultural,IT,4,1,0,0,36,0
145,32,CIVIL,4,Seminar,ECE,3,3,0,0,15,0
50,1,CSE,1,Seminar,All,1,1,0,1,69,0
107,27,CSE,3,Cultural,CSE,3,2,0,1,31,0
73,17,CSE,3,Cultural,CSE,0,0,1,1,45,1
86,22,MECH,1,Workshop,MECH,4,3,0,1,100,1
123,31,CSE,2,Seminar,CSE,7,7,0,1,58,1
138,22,MECH,4,Sports,MECH,7,4,0,1,44,0
145,21,CIVIL,1,Workshop,All,5,4,1,1,58,1
39,18,CSE,3,Seminar,CIVIL,2,1,0,0,55,0
48,39,CSE,3,Sports,IT,2,1,0,0,40,0
128,16,IT,4,Cultural,IT,2,1,1,1,66,1
29,24,CSE,2,Technical,All,2,2,1,1,41,1
129,10,ECE,3,Seminar,All,4,2,1,1,61,1
26,34,AI&DS,2,Workshop,AI&DS,3,1,0,1,52,0
30,1,IT,1,Sports,IT,4,3,0,1,28,0
12,7,CIVIL,3,Technical,ECE,5,3,1,0,69,1
50,19,IT,3,Seminar,All,4,2,1,1,43,1
30,1,CIVIL,1,Workshop,IT,2,1,1,0,65,0
73,37,ECE,2,Technical,ECE,3,1,0,1,78,0
139,29,CSE,2,Technical,CSE,1,1,1,1,15,0
23,28,MECH,2,Sports,All,2,2,0,1,25,0
115,40,IT,3,Cultural,AI&DS,1,1,0,0,73,0
21,30,CIVIL,2,Technical,MECH,4,2,1,0,19,0
80,30,MECH,2,Workshop,MECH,12,6,0,1,10,1
67,24,MECH,2,Sports,All,2,1,0,1,32,0
117,32,CSE,1,Seminar,CSE,3,3,0,1,36,0
44,19,IT,2,Hackathon,IT,7,5,0,1,53,1
28,21,CIVIL,1,Cultural,MECH,6,2,1,0,89,1
63,36,ECE,4,Seminar,ECE,3,3,1,1,67,1
111,28,CIVIL,3,Hackathon,All,4,3,0,1,51,0
147,32,CSE,4,Cultural,ECE,3,2,1,0,72,1
104,5,CIVIL,1,Sports,MECH,4,3,1,0,50,0
16,6,ECE,2,Hackathon,CSE,2,1,0,0,47,0
39,29,CIVIL,3,Seminar,ECE,4,3,0,0,82,0
82,20,CIVIL,3,Seminar,CSE,3,2,0,0,21,0
131,26,ECE,3,Technical,ECE,4,2,0,1,56,0
14,1,AI&DS,3,Technical,ECE,6,5,1,0,55,1
101,21,AI&DS,4,Seminar,AI&DS,7,7,0,1,47,1
45,31,ECE,2,Hackathon,ECE,5,3,0,1,92,1
107,10,IT,2,Workshop,IT,6,4,1,1,47,1
37,32,AI&DS,4,Workshop,AI&DS,5,4,1,1,74,1
107,30,AI&DS,4,Hackathon,AI&DS,7,5,1,1,84,1
142,29,MECH,3,Workshop,MECH,5,4,0,1,20,1
148,32,AI&DS,2,Sports,CIVIL,3,3,0,0,68,0
9,3,CIVIL,4,Sports,CIVIL,7,4,0,1,46,1
21,10,AI&DS,3,Seminar,CIVIL,4,3,1,0,50,1
121,5,AI&DS,3,Hackathon,AI&DS,1,1,1,1,63,1
3,31,MECH,4,Hackathon,All,5,4,1,1,68,1
43,3,AI&DS,3,Sports,All,1,1,0,1,100,1
149,11,CIVIL,1,Sports,CIVIL,3,1,1,1,48,1
125,6,ECE,1,Cultural,ECE,7,5,0,1,53,0
71,17,CSE,1,Hackathon,CSE,3,2,1,1,33,1
39,29,IT,2,Cultural,All,2,2,1,1,39,1
136,3,IT,1,Workshop,All,4,3,1,1,39,1
106,25,ECE,4,Sports,All,6,3,0,1,59,1
89,4,AI&DS,3,Technical,AI&DS,3,2,1,1,72,1
122,20,MECH,2,Seminar,IT,2,2,1,0,84,0
112,1,IT,4,Seminar,AI&DS,5,4,0,0,48,0
25,35,AI&DS,3,Seminar,IT,5,4,1,0,62,1
69,7,IT,4,Seminar,AI&DS,4,3,0,0,80,0
50,34,IT,2,Cultural,All,3,2,1,1,42,1
106,7,CIVIL,1,Sports,All,2,2,1,1,68,1
50,3,CSE,1,Technical,All,6,5,1,1,54,1
32,8,CSE,2,Seminar,CIVIL,1,0,0,0,48,0
48,8,AI&DS,2,Cultural,AI&DS,3,3,0,1,39,0
20,30,IT,4,Sports,IT,6,5,1,1,50,1
19,18,CSE,4,Seminar,CSE,5,5,1,1,38,1
68,12,MECH,1,Seminar,All,2,1,1,1,31,0
126,7,ECE,4,Workshop,All,3,2,0,1,30,0
67,7,CSE,1,Technical,All,1,0,1,1,10,0
128,10,AI&DS,1,Technical,All,8,8,1,1,55,1
101,37,CSE,4,Seminar,All,1,1,0,1,66,0
18,35,ECE,1,Seminar,MECH,5,3,1,0,58,0
138,23,IT,3,Seminar,IT,3,3,0,1,22,0
24,24,CIVIL,3,Technical,IT,4,3,0,0,80,0
46,36,CSE,4,Sports,CSE,2,2,0,1,54,0
28,23,MECH,1,Sports,All,7,6,1,1,59,1
7,38,ECE,4,Seminar,ECE,6,4,0,1,24,0
79,32,CIVIL,4,Technical,CIVIL,3,3,1,1,47,1
11,26,CSE,2,Sports,AI&DS,4,3,0,0,30,0
138,10,AI&DS,2,Technical,AI&DS,1,1,1,1,67,1
5,31,CIVIL,1,Workshop,All,4,3,1,1,39,1
13,20,CSE,4,Hackathon,CSE,6,4,1,1,30,1
28,8,MECH,2,Technical,All,2,1,0,1,38,0
103,21,CSE,2,Cultural,All,5,4,1,1,100,1
45,22,CSE,1,Cultural,CSE,5,5,0,1,74,1
95,36,ECE,4,Workshop,All,4,3,1,1,57,1
97,11,CSE,4,Technical,CSE,1,1,1,1,37,0
23,38,IT,4,Sports,AI&DS,7,4,1,0,68,1
37,18,CIVIL,4,Seminar,CIVIL,3,2,1,1,46,1
10,39,ECE,4,Hackathon,All,3,2,1,1,90,1
108,1,CIVIL,2,Workshop,CIVIL,4,3,0,1,84,1
25,40,IT,2,Seminar,IT,3,3,1,1,63,1
29,10,AI&DS,4,Seminar,AI&DS,4,3,0,1,40,0
12,4,AI&DS,3,Cultural,AI&DS,3,2,1,1,66,1
117,3,CSE,1,Hackathon,CSE,5,4,0,1,24,0
125,33,CSE,1,Workshop,IT,5,5,1,0,48,1
84,15,CSE,3,Workshop,CSE,6,3,1,1,83,1
52,25,ECE,1,Seminar,All,6,3,0,1,81,0
56,40,MECH,2,Seminar,MECH,6,4,0,1,49,1
50,23,IT,2,Cultural,IT,6,5,0,1,99,1
16,18,ECE,1,Seminar,All,4,3,1,1,56,1
76,39,ECE,2,Hackathon,CSE,3,2,0,0,57,0
134,32,ECE,4,Seminar,ECE,3,2,0,1,87,0
64,16,IT,4,Hackathon,IT,3,2,0,1,46,0
39,37,CSE,4,Technical,CSE,6,4,1,1,76,1
130,3,MECH,4,Seminar,CSE,0,0,0,0,67,0
62,6,CIVIL,1,Sports,ECE,4,3,1,0,67,1
62,6,CSE,4,Sports,CSE,6,4,0,1,62,1
147,38,CSE,4,Seminar,MECH,2,1,1,0,56,0
95,30,AI&DS,1,Sports,AI&DS,4,3,0,1,31,0
86,34,CSE,3,Seminar,CIVIL,6,5,0,0,53,0
54,6,CIVIL,3,Sports,AI&DS,5,2,1,0,17,0
14,8,MECH,3,Seminar,ECE,1,1,0,0,51,0
18,36,AI&DS,2,Workshop,All,6,5,1,1,56,1
123,38,AI&DS,2,Sports,IT,7,5,0,0,41,0
109,18,CSE,1,Cultural,CSE,4,3,0,1,65,0
135,8,MECH,3,Seminar,AI&DS,2,2,0,0,51,0
17,13,MECH,1,Technical,MECH,6,5,1,1,44,1
20,7,ECE,3,Technical,All,10,5,1,1,96,1
6,19,MECH,2,Seminar,MECH,5,3,0,1,47,1
6,19,ECE,1,Technical,All,4,4,0,1,14,0
86,27,CIVIL,3,Sports,CIVIL,2,1,0,1,59,0
136,36,MECH,4,Cultural,IT,2,2,1,0,54,1
67,15,MECH,3,Cultural,All,7,4,1,1,70,1
117,11,CIVIL,2,Sports,All,8,6,1,1,40,1
40,11,ECE,1,Technical,MECH,7,5,1,0,32,1
48,14,CIVIL,1,Sports,CIVIL,3,1,1,1,48,1
96,29,CIVIL,2,Hackathon,CIVIL,6,5,0,1,49,1
104,32,ECE,4,Cultural,ECE,5,4,0,1,67,1
140,33,IT,3,Seminar,All,1,1,0,1,72,0
147,10,CIVIL,4,Cultural,CSE,4,3,1,0,55,1
142,8,IT,1,Seminar,All,4,3,1,1,83,1
84,4,CIVIL,2,Hackathon,All,4,2,1,1,63,1
6,6,CIVIL,4,Sports,All,2,2,0,1,76,0
50,32,IT,1,Sports,IT,6,3,1,1,31,1
110,24,MECH,3,Technical,MECH,6,5,1,1,51,1
115,36,CSE,2,Sports,MECH,2,1,0,0,63,0
74,11,AI&DS,4,Sports,All,2,1,0,1,64,0
23,10,ECE,3,Seminar,IT,4,2,1,0,36,0
97,6,CSE,4,Sports,CIVIL,3,2,0,0,76,0
146,9,ECE,2,Seminar,ECE,4,2,0,1,32,0
78,38,IT,4,Hackathon,All,8,5,0,1,60,1
40,17,IT,4,Technical,MECH,4,3,1,0,22,1
63,2,CSE,3,Seminar,All,6,4,0,1,67,1
149,31,CIVIL,4,Cultural,AI&DS,5,3,0,0,99,0
96,33,AI&DS,1,Cultural,AI&DS,3,2,1,1,67,1
82,30,AI&DS,2,Cultural,AI&DS,4,3,1,1,51,1
108,23,CSE,3,Cultural,CIVIL,4,3,1,0,46,1
47,7,CIVIL,2,Hackathon,CIVIL,5,4,1,1,73,1
78,18,AI&DS,3,Technical,ECE,10,7,1,0,64,1
133,19,IT,4,Seminar,IT,4,2,0,1,48,0
27,14,ECE,2,Workshop,AI&DS,3,1,0,0,39,0
135,35,AI&DS,1,Seminar,All,2,1,0,1,61,0
5,31,IT,3,Sports,IT,3,3,0,1,91,1
